number_of_open_complaints,number_of_policies,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,total_claim_amount
0,2,21569.33731,23909.0,119.0,21.0,86.0,571.2
0,7,5012.083744,48328.0,63.0,22.0,12.0,108.138715
0,1,3371.858433,86689.0,85.0,3.0,72.0,408.0
1,1,3864.776795,24204.0,99.0,25.0,41.0,707.303416
0,1,4145.711862,25943.0,110.0,26.0,83.0,1067.333126
0,7,5156.072651,0.0,73.0,5.0,72.0,807.947292
0,1,3667.37497,62375.0,92.0,34.0,34.0,618.630955
0,2,7835.683513,0.0,71.0,7.0,24.0,404.272806
0,2,14567.26841,0.0,148.0,8.0,18.0,710.4
0,2,10171.33903,70200.0,65.0,25.0,10.0,312.0
0,1,4135.775206,0.0,112.0,16.0,62.0,707.977614
0,5,5511.491102,79027.0,70.0,13.0,37.0,336.0
0,1,2429.280527,26736.0,63.0,6.0,64.0,367.92773
0,5,5414.61734,26893.0,68.0,1.0,31.0,68.226001
1,6,7421.593541,47406.0,94.0,2.0,96.0,287.149807
1,3,4458.113369,17622.0,65.0,1.0,36.0,312.0
0,2,14476.12489,27572.0,124.0,11.0,57.0,595.2
2,7,4936.888359,0.0,72.0,7.0,34.0,391.636628
0,1,4525.276524,32802.0,114.0,31.0,8.0,547.2
0,8,6701.770088,18400.0,89.0,26.0,52.0,640.8
0,2,14134.3474,90844.0,118.0,10.0,98.0,232.674417
0,2,24723.18311,44685.0,69.0,1.0,41.0,331.2
0,1,2838.067784,0.0,80.0,30.0,8.0,336.50961
0,1,3848.483648,42589.0,98.0,8.0,73.0,470.4
0,2,19504.4739,0.0,72.0,17.0,55.0,345.6
0,2,26900.27013,63009.0,112.0,17.0,49.0,485.286815
2,1,4361.372941,79583.0,109.0,12.0,76.0,523.2
0,1,2529.077508,89129.0,64.0,24.0,93.0,328.870868
0,1,2504.444752,0.0,69.0,23.0,15.0,496.8
0,8,8649.700578,94389.0,107.0,16.0,76.0,85.063708
0,2,20635.0846,84106.0,64.0,0.0,86.0,334.408717
0,1,2517.533581,0.0,69.0,2.0,71.0,42.096415
0,6,5326.677654,76717.0,66.0,26.0,10.0,300.528579
0,1,2600.272131,51978.0,66.0,18.0,81.0,144.782152
0,6,8534.792754,47325.0,107.0,0.0,92.0,64.598216
0,3,8828.834957,86721.0,111.0,33.0,10.0,532.8
1,1,2248.449633,24910.0,63.0,7.0,63.0,347.857619
0,3,8861.149536,90125.0,110.0,1.0,72.0,128.645946
2,9,4556.592993,0.0,73.0,24.0,40.0,525.6
0,1,2530.705137,89451.0,63.0,11.0,2.0,61.769564
0,7,5251.983996,59537.0,66.0,23.0,5.0,316.8
0,2,14014.72129,54193.0,117.0,2.0,83.0,720.752945
0,7,9438.915619,86946.0,118.0,13.0,14.0,340.656963
0,2,10506.77172,0.0,92.0,15.0,36.0,546.524896
0,1,4213.918619,12160.0,109.0,5.0,34.0,489.411833
0,5,4773.686425,33701.0,63.0,16.0,67.0,171.325856
0,1,4547.892543,33531.0,116.0,11.0,15.0,801.577478
1,1,2842.266905,69417.0,73.0,30.0,78.0,30.874869
1,1,3059.550321,38644.0,78.0,28.0,0.0,361.455219
2,2,20314.9976,63209.0,102.0,20.0,28.0,207.320041
0,1,3239.124699,16061.0,88.0,26.0,23.0,633.6
0,1,4626.801093,79487.0,114.0,20.0,87.0,547.2
0,9,8997.040244,54230.0,112.0,10.0,21.0,537.6
0,1,3808.122147,94903.0,94.0,3.0,38.0,451.2
0,6,7614.137981,27293.0,96.0,20.0,55.0,469.030907
0,1,2298.379166,0.0,63.0,19.0,9.0,302.4
0,1,2806.696138,37009.0,71.0,1.0,45.0,145.673348
0,6,5206.118179,52629.0,65.0,30.0,22.0,136.684141
0,2,8007.349108,65473.0,67.0,4.0,14.0,277.685667
0,1,2321.88367,0.0,65.0,13.0,7.0,468.0
0,1,2463.236825,99144.0,61.0,29.0,51.0,292.8
0,3,5498.940679,22520.0,73.0,17.0,64.0,350.4
0,5,5243.828046,36615.0,65.0,14.0,7.0,264.563772
0,2,21639.83862,64455.0,108.0,5.0,43.0,133.735395
0,7,4886.544296,76374.0,61.0,21.0,28.0,292.8
0,1,4169.356909,35457.0,105.0,0.0,93.0,641.230581
1,3,5479.555081,56005.0,68.0,31.0,30.0,326.4
1,4,6177.109254,61040.0,79.0,12.0,24.0,20.382876
0,4,8287.679305,81367.0,103.0,2.0,32.0,415.768941
0,2,9886.656416,44817.0,83.0,23.0,89.0,527.421579
0,1,2712.915597,58508.0,69.0,32.0,11.0,57.614392
0,4,10477.67631,45259.0,138.0,1.0,27.0,272.217171
0,1,3436.134281,30817.0,88.0,25.0,43.0,91.834668
0,1,2596.1852,0.0,72.0,3.0,65.0,345.6
0,2,12731.95161,40870.0,105.0,3.0,56.0,504.0
3,1,3494.147878,35001.0,96.0,18.0,87.0,460.8
0,2,7597.910661,49937.0,64.0,1.0,45.0,302.586407
0,1,4015.214476,0.0,109.0,35.0,75.0,523.2
0,2,20477.10841,58317.0,73.0,0.0,56.0,350.4
0,7,8160.689782,0.0,109.0,15.0,61.0,523.2
0,2,12298.6863,17101.0,113.0,1.0,88.0,542.4
0,4,8714.922135,0.0,118.0,14.0,64.0,566.4
0,3,4853.534204,0.0,65.0,24.0,53.0,468.0
1,3,4880.94644,24398.0,63.0,14.0,79.0,302.4
0,1,2311.382109,24641.0,61.0,16.0,57.0,294.92773
0,1,4327.098922,69040.0,108.0,4.0,88.0,518.4
0,2,12298.6863,17101.0,113.0,1.0,88.0,542.4
0,4,8323.533338,59886.0,104.0,30.0,1.0,71.729298
0,8,7761.267839,43137.0,96.0,8.0,41.0,460.8
1,7,5239.890913,27978.0,69.0,3.0,21.0,447.911255
0,1,4517.908834,25261.0,118.0,31.0,9.0,566.4
5,1,2389.774148,58652.0,64.0,14.0,75.0,307.2
0,1,4130.628776,28321.0,111.0,34.0,32.0,537.391704
0,2,21404.35885,0.0,69.0,35.0,79.0,496.8
0,6,5227.766419,0.0,72.0,20.0,12.0,518.4
0,6,6187.345744,0.0,88.0,17.0,25.0,633.6
1,1,5113.874718,94415.0,127.0,6.0,53.0,492.770321
0,2,11039.31617,0.0,103.0,4.0,67.0,1149.203884
0,2,32227.08389,45331.0,100.0,0.0,8.0,572.635987
2,1,2611.965869,53904.0,67.0,1.0,17.0,321.6
0,2,13372.32772,0.0,74.0,18.0,58.0,811.086484
2,7,4838.981869,0.0,70.0,11.0,36.0,336.0
0,8,4721.659016,0.0,67.0,20.0,38.0,482.4
0,1,3873.647046,28142.0,105.0,18.0,50.0,701.708239
1,3,6770.306834,74422.0,85.0,4.0,3.0,95.338505
0,2,16979.79757,35095.0,73.0,25.0,56.0,525.6
0,2,13681.71178,55588.0,114.0,15.0,40.0,547.2
0,3,5717.221919,52391.0,71.0,9.0,32.0,409.763267
0,2,9486.596417,42240.0,79.0,25.0,10.0,46.386546
0,1,3839.143697,70146.0,96.0,28.0,65.0,157.440069
0,2,11211.59027,41121.0,94.0,20.0,56.0,451.2
1,1,3798.32165,0.0,107.0,34.0,70.0,1261.943541
0,1,2816.567395,41228.0,71.0,19.0,13.0,340.8
0,5,6948.325858,40598.0,91.0,35.0,98.0,302.791402
0,1,3444.967503,0.0,91.0,28.0,59.0,596.050118
0,1,2859.40857,51790.0,71.0,12.0,43.0,340.8
0,1,2692.057629,92593.0,68.0,4.0,53.0,8.44322
0,2,11431.73089,28657.0,100.0,4.0,55.0,588.742251
1,9,7635.883324,30262.0,98.0,0.0,96.0,499.22561
0,2,9805.829614,47197.0,81.0,19.0,91.0,76.112618
0,6,6803.615629,0.0,94.0,25.0,20.0,451.2
0,2,7107.655397,0.0,61.0,2.0,15.0,541.561209
0,1,4735.184474,0.0,134.0,22.0,68.0,964.8
0,9,6874.326693,22093.0,87.0,15.0,8.0,616.749885
0,1,2411.256575,54483.0,61.0,6.0,57.0,292.8
0,1,2416.542359,18944.0,63.0,20.0,64.0,125.274351
0,2,23981.54344,84365.0,66.0,14.0,42.0,316.8
0,4,4692.165155,0.0,64.0,20.0,13.0,137.169296
0,1,3600.934326,25147.0,101.0,7.0,54.0,694.598288
0,1,2665.222511,14315.0,71.0,33.0,16.0,511.2
0,8,7666.520438,87864.0,94.0,19.0,42.0,421.456547
1,2,16675.89616,57844.0,85.0,16.0,31.0,408.0
0,1,4550.856045,17913.0,116.0,0.0,39.0,556.8
0,2,11763.93565,28806.0,99.0,35.0,75.0,475.2
1,8,8819.018934,99845.0,110.0,23.0,25.0,528.0
0,1,6673.737677,85019.0,167.0,26.0,92.0,801.6
1,2,19393.21145,70503.0,164.0,11.0,11.0,41.05291
0,1,3974.13815,0.0,117.0,9.0,78.0,561.6
0,1,4105.580991,39492.0,105.0,20.0,81.0,756.0
0,1,2308.472055,0.0,68.0,9.0,34.0,489.6
1,9,5372.914477,50405.0,70.0,6.0,21.0,7.069583
0,5,5508.315536,96021.0,68.0,5.0,30.0,315.004602
0,1,2398.333185,0.0,65.0,26.0,97.0,422.947888
0,1,3728.83013,0.0,105.0,13.0,22.0,756.0
1,1,2758.498582,65794.0,69.0,10.0,14.0,277.27294
0,1,3703.930261,21975.0,95.0,28.0,63.0,456.0
0,4,9372.843639,0.0,126.0,19.0,17.0,604.8
0,1,4991.584471,56649.0,125.0,12.0,8.0,780.090361
0,1,2759.978287,92296.0,69.0,4.0,65.0,331.2
3,5,7993.003997,39448.0,103.0,10.0,14.0,66.020788
0,1,5235.573528,71794.0,131.0,19.0,48.0,457.471225
0,1,2633.011837,21861.0,69.0,3.0,11.0,348.278032
4,1,2764.802284,31591.0,72.0,17.0,65.0,240.241499
0,2,8084.846371,60662.0,68.0,10.0,38.0,326.4
0,1,2685.177658,20608.0,73.0,10.0,24.0,350.4
0,2,12208.12004,21331.0,103.0,18.0,84.0,419.062661
1,2,20090.43865,0.0,66.0,16.0,19.0,252.149798
2,2,32864.4046,90783.0,104.0,0.0,38.0,285.745227
0,1,2491.317024,36631.0,62.0,30.0,77.0,67.530904
0,6,6314.596813,0.0,87.0,15.0,46.0,417.6
1,2,16229.64891,26030.0,139.0,25.0,29.0,667.2
0,6,5161.789881,0.0,70.0,6.0,24.0,469.491537
0,1,3982.266087,0.0,113.0,14.0,77.0,542.4
1,2,13473.18567,25302.0,70.0,13.0,16.0,336.0
0,9,6921.973993,16483.0,90.0,14.0,68.0,320.519977
0,2,8276.44416,0.0,82.0,29.0,92.0,590.4
0,8,5878.199296,22061.0,74.0,25.0,25.0,355.2
0,1,2666.05454,86321.0,66.0,7.0,25.0,316.8
1,6,5345.680998,54668.0,68.0,3.0,41.0,326.4
0,3,4777.121596,0.0,62.0,15.0,80.0,297.6
0,2,16973.74021,69497.0,142.0,30.0,31.0,92.286763
0,1,2518.112127,86617.0,63.0,9.0,10.0,188.325603
0,9,6273.173441,20836.0,79.0,25.0,2.0,193.57032
0,1,3964.81296,88410.0,99.0,30.0,31.0,475.2
0,9,4911.773088,0.0,69.0,26.0,33.0,496.8
1,3,7805.31287,21073.0,106.0,25.0,54.0,508.8
0,2,7200.664877,0.0,66.0,16.0,77.0,316.8
0,1,5389.499465,66429.0,136.0,35.0,93.0,57.712985
0,1,3241.314176,66889.0,80.0,6.0,16.0,294.319428
0,9,5528.212807,36088.0,72.0,16.0,31.0,345.6
1,2,7173.909404,75217.0,61.0,12.0,47.0,147.080303
0,2,7076.653181,0.0,68.0,8.0,9.0,489.6
0,1,3700.385003,17557.0,96.0,6.0,5.0,666.724937
4,3,5328.835851,81064.0,70.0,20.0,4.0,42.238585
0,5,4838.877084,0.0,66.0,2.0,45.0,700.331425
1,2,10700.4952,75313.0,89.0,16.0,64.0,527.139074
0,9,7879.928952,45703.0,98.0,17.0,36.0,470.4
0,2,7869.432384,40036.0,65.0,2.0,85.0,48.828732
0,1,2586.807171,0.0,71.0,23.0,84.0,191.640085
1,2,7286.789075,65870.0,61.0,21.0,40.0,202.847644
2,2,11797.99211,91469.0,100.0,11.0,89.0,418.864555
0,3,9386.753031,42090.0,119.0,0.0,61.0,203.352239
0,6,6308.922374,21368.0,79.0,7.0,2.0,4.61262
0,2,17484.53438,78362.0,73.0,16.0,66.0,525.6
0,2,15428.01044,33879.0,98.0,16.0,82.0,470.4
0,6,5630.793,72874.0,70.0,26.0,31.0,336.0
1,2,18131.18874,0.0,82.0,29.0,23.0,393.6
0,6,8087.219475,0.0,110.0,9.0,23.0,550.825934
0,2,18453.57629,72215.0,66.0,22.0,23.0,247.911872
0,7,5217.513287,39854.0,66.0,6.0,4.0,261.930545
0,9,4835.783179,36655.0,61.0,15.0,81.0,295.223164
0,1,5597.12496,37995.0,139.0,16.0,50.0,667.2
0,7,8920.463999,40867.0,112.0,21.0,98.0,537.6
0,3,5995.411008,28804.0,78.0,6.0,84.0,76.025368
0,2,38496.94701,48409.0,124.0,13.0,60.0,345.211703
1,9,8382.630118,19683.0,117.0,17.0,41.0,561.6
1,2,13372.02426,88706.0,110.0,14.0,72.0,528.0
0,2,8972.140307,89689.0,74.0,14.0,4.0,136.829537
1,9,5405.518391,67241.0,68.0,22.0,6.0,5.674809
0,2,9352.478998,75436.0,78.0,10.0,20.0,9.747443
2,1,4339.871053,91761.0,109.0,33.0,20.0,779.052276
0,2,7507.455372,60920.0,64.0,10.0,61.0,231.201886
0,3,8029.393076,96869.0,101.0,25.0,97.0,628.498605
0,1,2831.587689,17752.0,77.0,26.0,87.0,369.6
2,4,10080.37031,60944.0,130.0,10.0,38.0,623.505066
0,6,6503.397049,22081.0,84.0,1.0,9.0,451.670309
0,1,3331.445625,73695.0,84.0,28.0,84.0,403.2
0,1,4620.390087,0.0,130.0,11.0,0.0,936.0
0,1,2471.528431,95697.0,61.0,16.0,55.0,114.273025
0,9,6494.243995,15300.0,85.0,17.0,16.0,408.0
0,9,9657.579498,0.0,131.0,34.0,61.0,628.8
0,1,4904.894731,12902.0,139.0,3.0,51.0,667.2
0,9,4802.477033,29809.0,61.0,13.0,17.0,365.312072
0,2,7955.774758,0.0,74.0,17.0,27.0,355.2
0,3,6941.900812,0.0,96.0,21.0,18.0,460.8
0,2,8382.478392,25998.0,71.0,16.0,38.0,791.878042
0,1,3536.431774,28248.0,90.0,25.0,89.0,634.385937
0,1,3244.816567,68103.0,82.0,28.0,91.0,277.795988
0,3,7611.212764,0.0,103.0,33.0,54.0,741.6
0,1,4505.398267,81079.0,111.0,11.0,5.0,134.222332
0,1,2445.844833,22732.0,62.0,31.0,35.0,15.616535
3,2,16477.76843,49825.0,70.0,14.0,27.0,336.0
0,1,3546.400212,0.0,103.0,11.0,92.0,621.959357
0,1,4277.27009,77265.0,107.0,23.0,9.0,513.6
0,7,4784.773547,0.0,72.0,20.0,41.0,779.629297
2,3,7572.237727,12876.0,107.0,8.0,90.0,425.964628
0,2,11760.87637,36431.0,99.0,27.0,59.0,513.252488
0,1,3933.813993,25927.0,103.0,6.0,20.0,674.973614
0,3,5700.761833,26811.0,72.0,22.0,82.0,465.763576
0,1,3498.634784,41711.0,90.0,3.0,89.0,351.286604
0,9,5768.091295,35091.0,74.0,27.0,19.0,418.927204
0,3,6361.954003,0.0,87.0,17.0,33.0,417.6
0,6,6503.397049,22081.0,84.0,1.0,9.0,451.670309
1,5,6832.111972,0.0,93.0,7.0,90.0,446.4
0,5,5785.223477,31320.0,72.0,30.0,95.0,293.86579
0,1,5619.689084,0.0,153.0,25.0,5.0,1027.000029
1,1,2599.2896,33947.0,66.0,10.0,48.0,192.213037
0,2,6732.970948,0.0,62.0,10.0,31.0,446.4
0,2,18321.86647,21189.0,66.0,4.0,2.0,316.8
3,6,9102.902307,73759.0,114.0,2.0,25.0,547.2
0,1,4002.857594,0.0,114.0,3.0,93.0,820.8
0,3,8620.997439,44988.0,108.0,30.0,57.0,518.4
0,2,10388.986,33432.0,90.0,28.0,43.0,161.423101
0,6,7007.274228,0.0,101.0,12.0,12.0,973.787176
0,3,5176.579135,23636.0,65.0,19.0,10.0,81.452537
0,1,5389.499465,66429.0,136.0,35.0,93.0,57.712985
0,1,4067.004737,28466.0,102.0,33.0,91.0,371.802628
1,1,4434.941371,58082.0,112.0,31.0,66.0,103.022126
0,2,14010.52742,36523.0,71.0,28.0,67.0,101.353875
0,2,12350.05824,54710.0,103.0,13.0,46.0,294.058449
1,6,8161.576876,73466.0,102.0,2.0,71.0,204.74051
3,2,8717.049833,83846.0,74.0,22.0,94.0,355.2
0,1,5917.466603,0.0,169.0,31.0,77.0,1207.084251
1,1,2503.660407,53338.0,63.0,24.0,35.0,35.45384
1,2,12682.25069,75203.0,80.0,0.0,13.0,384.0
0,1,4330.38602,60475.0,107.0,9.0,18.0,513.6
0,2,10487.74332,30658.0,89.0,6.0,67.0,441.757585
0,1,3567.503755,0.0,102.0,28.0,11.0,660.430456
0,2,21423.63723,0.0,65.0,9.0,31.0,312.0
0,3,5581.761298,62739.0,70.0,29.0,80.0,239.328571
0,1,3515.831889,15144.0,90.0,2.0,71.0,372.652536
0,2,12036.62051,44428.0,104.0,17.0,61.0,499.2
5,1,3609.798318,58297.0,97.0,19.0,94.0,647.039443
1,2,17732.46488,42191.0,74.0,2.0,43.0,68.647736
0,2,8509.850887,26057.0,74.0,3.0,63.0,523.888845
0,6,5866.424273,26608.0,73.0,12.0,14.0,234.234301
0,9,4825.500869,0.0,63.0,8.0,27.0,272.843439
0,1,5389.499465,66429.0,136.0,35.0,93.0,57.712985
3,2,7778.005623,25970.0,72.0,18.0,30.0,430.818992
0,2,14866.45116,24279.0,126.0,16.0,97.0,604.8
0,5,8324.23271,0.0,121.0,11.0,92.0,871.2
0,5,9238.305998,0.0,128.0,30.0,26.0,921.6
0,2,22693.29076,71879.0,64.0,1.0,64.0,9.163065
0,3,6236.018595,57760.0,78.0,9.0,67.0,223.950089
1,1,5012.184756,20976.0,129.0,20.0,86.0,735.683769
5,6,8176.576796,67137.0,111.0,0.0,49.0,314.880326
0,1,2582.862313,50148.0,65.0,0.0,45.0,323.485239
1,1,3118.981095,23008.0,79.0,29.0,49.0,80.663097
0,1,2938.07856,0.0,82.0,12.0,67.0,590.4
0,4,6883.686618,84869.0,85.0,5.0,65.0,408.0
0,1,2215.912948,0.0,66.0,21.0,67.0,316.8
0,1,4297.018104,86860.0,107.0,13.0,29.0,513.6
2,2,21522.94749,44695.0,79.0,14.0,51.0,81.166323
0,1,2761.691693,0.0,77.0,35.0,38.0,554.4
3,2,22563.61838,23046.0,65.0,18.0,7.0,1.687291
0,4,5285.918307,0.0,73.0,1.0,44.0,392.951076
0,2,35062.64795,84811.0,111.0,27.0,38.0,278.284943
0,4,5913.199024,0.0,91.0,13.0,89.0,436.8
0,1,2593.398672,0.0,69.0,29.0,35.0,331.2
0,2,12692.67092,40117.0,108.0,6.0,55.0,750.082794
2,1,3309.11965,72140.0,87.0,22.0,66.0,417.6
0,1,4754.449647,0.0,136.0,5.0,46.0,652.8
0,1,2413.93064,12495.0,65.0,32.0,62.0,312.0
2,1,2161.685527,0.0,67.0,33.0,75.0,482.4
0,7,5527.988928,0.0,72.0,4.0,72.0,345.6
1,3,10629.21789,36495.0,133.0,14.0,97.0,229.930796
0,2,11820.1098,86801.0,98.0,5.0,20.0,371.108203
0,4,4964.63152,52679.0,62.0,21.0,3.0,117.998498
0,5,9122.92563,90804.0,113.0,29.0,67.0,434.09776
1,4,5309.435869,22404.0,70.0,0.0,62.0,211.136067
0,1,3460.66504,14262.0,90.0,27.0,9.0,290.432527
0,1,2872.980808,36844.0,73.0,10.0,11.0,283.966321
2,6,9927.877699,58703.0,127.0,32.0,26.0,227.916076
0,1,3482.687007,65162.0,86.0,11.0,59.0,134.430084
0,1,3991.727249,54964.0,99.0,13.0,53.0,525.515271
0,3,5510.107444,61401.0,69.0,8.0,77.0,144.439335
0,1,3600.934326,25147.0,101.0,7.0,54.0,694.598288
0,6,5419.45812,73536.0,67.0,29.0,27.0,172.518524
0,8,5810.630529,24860.0,73.0,2.0,35.0,350.4
0,1,3942.725768,65404.0,99.0,16.0,79.0,300.703109
0,1,3126.271893,34510.0,81.0,0.0,54.0,388.8
0,1,3530.007745,0.0,108.0,7.0,55.0,777.6
3,5,5029.296953,40113.0,67.0,2.0,43.0,262.047663
0,1,4772.943848,20993.0,133.0,35.0,90.0,638.4
1,1,2202.3352,0.0,61.0,2.0,34.0,292.8
3,2,8717.049833,83846.0,74.0,22.0,94.0,355.2
0,2,10373.88882,62587.0,86.0,30.0,47.0,412.8
0,2,7250.029606,0.0,69.0,17.0,10.0,496.8
0,1,4307.422775,73345.0,107.0,7.0,62.0,513.6
0,1,3040.253837,0.0,83.0,30.0,44.0,989.105367
0,1,5391.078171,21440.0,135.0,7.0,19.0,972.0
0,8,5285.307579,22627.0,67.0,19.0,43.0,321.6
3,3,8024.992989,38702.0,101.0,7.0,32.0,253.364333
0,1,2810.464447,26790.0,71.0,4.0,41.0,340.8
0,8,7739.550403,64859.0,96.0,24.0,11.0,266.949266
0,1,2175.740021,0.0,61.0,31.0,15.0,479.097472
2,1,3275.16199,69263.0,81.0,8.0,12.0,494.847804
0,1,2652.695343,82655.0,66.0,8.0,93.0,316.8
0,4,5048.226244,29401.0,65.0,30.0,56.0,312.0
0,7,5515.41017,0.0,79.0,5.0,62.0,379.2
0,3,4858.429375,26480.0,63.0,13.0,17.0,378.695238
1,1,2144.921535,0.0,61.0,34.0,35.0,292.8
0,5,6042.618486,0.0,83.0,12.0,21.0,904.385726
0,1,3387.203337,73268.0,84.0,18.0,18.0,93.623377
0,2,10864.27491,95579.0,67.0,19.0,78.0,308.631159
0,3,8842.650024,42142.0,112.0,1.0,8.0,396.17554
0,1,4389.279424,26676.0,112.0,7.0,96.0,537.6
0,2,30763.25637,41279.0,115.0,1.0,30.0,251.429988
0,6,8591.305411,0.0,128.0,4.0,24.0,1448.994134
0,1,2646.573754,23170.0,71.0,21.0,67.0,340.8
0,5,4607.244307,17343.0,63.0,9.0,92.0,208.659743
0,9,4860.62003,25854.0,68.0,24.0,37.0,396.284835
0,1,2580.849899,46900.0,66.0,13.0,59.0,316.8
0,3,8646.504109,64125.0,108.0,3.0,44.0,369.818708
2,2,8405.752991,85355.0,71.0,34.0,47.0,458.568921
0,1,3096.511217,21604.0,79.0,14.0,28.0,379.2
0,2,29412.2893,0.0,107.0,0.0,62.0,513.6
5,8,5898.733666,53998.0,78.0,5.0,38.0,414.519064
0,2,17497.52201,0.0,73.0,9.0,94.0,350.4
0,1,3218.608644,68776.0,80.0,28.0,78.0,87.861666
0,2,23207.26972,45039.0,96.0,27.0,94.0,192.144838
0,2,8032.401911,27658.0,68.0,4.0,75.0,160.07526
0,2,13918.5348,64113.0,117.0,24.0,32.0,561.6
0,2,8966.309774,41829.0,76.0,11.0,41.0,416.365369
0,2,11981.98481,21514.0,62.0,0.0,59.0,257.248789
0,9,5532.629846,27722.0,69.0,3.0,29.0,331.2
0,4,11660.57298,21506.0,151.0,11.0,42.0,826.658992
0,1,2886.451602,10312.0,78.0,10.0,63.0,486.278557
1,2,12741.84754,73054.0,106.0,34.0,36.0,419.365958
0,3,5398.098108,73775.0,67.0,14.0,51.0,321.6
0,2,7285.030983,44788.0,61.0,6.0,48.0,386.031248
0,2,17651.96339,22510.0,95.0,19.0,48.0,456.0
0,1,2491.257604,25965.0,65.0,23.0,27.0,329.206567
1,1,4039.315002,34911.0,105.0,6.0,31.0,126.779673
0,1,2619.337376,78618.0,66.0,7.0,56.0,225.578841
2,9,5049.689638,61080.0,66.0,7.0,41.0,294.284951
0,5,4983.457132,60415.0,62.0,10.0,31.0,72.665253
0,1,2530.639412,25143.0,66.0,34.0,38.0,8.737111
1,2,7396.719746,41045.0,64.0,9.0,28.0,394.582401
0,1,3832.898507,97729.0,95.0,18.0,21.0,97.176153
0,6,4961.405917,55702.0,61.0,13.0,55.0,151.13336
0,1,3861.486269,93272.0,95.0,3.0,54.0,281.110788
0,2,22658.53652,23665.0,67.0,19.0,50.0,404.817249
1,2,10408.96865,20228.0,101.0,3.0,43.0,523.815839
4,6,4834.710493,38713.0,66.0,31.0,69.0,316.8
0,2,8257.666512,23815.0,73.0,4.0,47.0,424.330166
3,1,3052.629532,0.0,93.0,15.0,31.0,446.4
0,1,4012.319346,47221.0,99.0,8.0,79.0,475.2
0,2,13355.48637,34495.0,113.0,27.0,29.0,389.673944
0,1,2364.43161,46264.0,62.0,17.0,75.0,199.37361
0,1,2489.337928,46051.0,63.0,16.0,34.0,302.4
0,1,4755.720009,23975.0,128.0,8.0,39.0,614.4
4,2,13864.38495,0.0,74.0,4.0,12.0,580.886785
0,1,3020.424822,78561.0,74.0,7.0,50.0,355.2
0,7,6285.305195,0.0,90.0,4.0,63.0,432.0
2,1,2506.021971,61402.0,63.0,14.0,56.0,302.4
0,1,2826.307641,65090.0,71.0,28.0,3.0,73.995096
0,1,4369.71794,88495.0,108.0,2.0,83.0,535.926948
1,2,12174.58795,52797.0,104.0,14.0,13.0,88.173438
4,1,3528.044252,31278.0,92.0,24.0,95.0,441.6
1,2,10436.57466,24177.0,92.0,4.0,37.0,441.6
0,1,2746.121383,96339.0,68.0,1.0,44.0,293.205349
2,6,9175.171899,68164.0,119.0,27.0,37.0,222.582872
0,5,4979.079933,0.0,71.0,17.0,57.0,340.8
2,1,2585.937023,21603.0,68.0,11.0,46.0,326.4
0,2,9449.745947,0.0,63.0,11.0,20.0,117.744416
1,7,4568.819387,0.0,70.0,5.0,33.0,524.836298
0,1,2574.020376,34990.0,65.0,23.0,73.0,42.689135
0,4,8789.88406,22849.0,109.0,5.0,75.0,523.2
0,1,2507.407815,32893.0,63.0,13.0,14.0,174.086385
0,1,2522.41457,0.0,73.0,24.0,15.0,350.4
0,3,7542.713967,0.0,111.0,7.0,25.0,1186.972445
0,8,6005.214792,26876.0,76.0,17.0,72.0,364.8
0,2,20998.25947,71663.0,74.0,23.0,22.0,84.494022
0,1,2345.084479,0.0,69.0,1.0,56.0,331.2
0,8,8783.165364,16994.0,112.0,25.0,12.0,806.4
0,1,4529.965388,64270.0,117.0,12.0,58.0,46.104534
0,3,6033.222351,0.0,83.0,4.0,3.0,597.6
0,1,5308.246978,0.0,145.0,29.0,70.0,358.765757
0,1,2674.730716,56342.0,69.0,12.0,89.0,331.2
0,6,4929.8075,0.0,70.0,25.0,21.0,837.438442
0,1,2471.528431,95697.0,61.0,16.0,55.0,114.273025
0,8,6005.214792,26876.0,76.0,17.0,72.0,364.8
0,2,14082.63918,0.0,102.0,17.0,91.0,734.4
0,2,19116.56806,0.0,61.0,31.0,43.0,657.808231
0,3,6631.665538,32918.0,84.0,33.0,69.0,403.2
0,2,7432.299921,0.0,71.0,4.0,76.0,447.333545
1,1,2928.115104,63127.0,74.0,35.0,17.0,174.292234
0,2,46611.87375,22022.0,136.0,35.0,1.0,979.2
1,2,16515.00927,51725.0,138.0,9.0,16.0,159.004261
0,3,8609.158215,79090.0,107.0,2.0,74.0,289.040734
0,3,10213.56338,39719.0,131.0,1.0,57.0,628.8
0,2,10049.28585,58194.0,84.0,26.0,23.0,450.996589
0,9,5746.148291,61990.0,72.0,21.0,47.0,48.884434
1,1,3746.751625,41479.0,94.0,14.0,38.0,19.575683
3,7,7486.068405,97899.0,95.0,29.0,73.0,3.772105
0,9,9120.065162,63878.0,113.0,32.0,47.0,370.285349
0,6,5678.046711,68671.0,70.0,30.0,49.0,8.076879
0,3,7517.083811,0.0,102.0,19.0,13.0,1178.995926
2,1,4530.530663,34640.0,117.0,23.0,54.0,466.318191
0,1,2691.380574,21959.0,71.0,0.0,69.0,340.8
2,2,8068.623946,51584.0,69.0,11.0,98.0,368.919773
0,1,2478.576723,65744.0,62.0,9.0,77.0,166.507217
0,4,9112.041503,25198.0,118.0,26.0,36.0,566.4
